Gender,Age,Annual_Income,Education_Level,Marital_Status,Employment_Type,Years_in_Current_Job,Credit_Score,Existing_Loan_Balance,Loan_Amount_Requested,Credit_Card_Inquiries,Payment_of_Previous_Dues,Approved
Male,50,304661,Undergraduate,Single,Salaried,6.0,663.0,198130,43751,2,Paid on Time,1
Female,44,215528,Graduate,Married,Salaried,9.0,724.0,31503,290162,2,Paid on Time,1
Male,62,591010,Undergraduate,Married,Salaried,5.0,503.0,86610,438511,0,Paid on Time,1
Male,21,535951,High School,Single,Salaried,0.0,543.0,734707,286861,1,Delayed,0
Female,39,247992,Graduate,Married,Salaried,6.0,569.0,336264,122762,1,Delayed,0
Male,43,434356,High School,Married,Salaried,3.0,603.0,400861,268845,0,Paid on Time,1
Male,49,15000,Undergraduate,Single,Unemployed,0.0,680.0,21741,10000,4,Paid on Time,0
Female,41,16645,Graduate,Married,Unemployed,0.0,751.0,12260,10000,3,Delayed,0
Female,63,528024,Undergraduate,Single,Salaried,13.0,743.0,620049,1649253,3,Paid on Time,1
Male,52,460835,Postgraduate,Single,Salaried,21.0,492.0,8965,154631,1,Delayed,1
Male,54,471947,Undergraduate,Single,Self-Employed,10.0,839.0,280065,122698,0,Paid on Time,1
Male,49,424541,Graduate,Single,Salaried,17.0,850.0,328016,1019950,0,Delayed,1
Male,24,645830,Graduate,Married,Self-Employed,5.0,814.0,753828,1748594,3,Paid on Time,1
Male,50,35848,Postgraduate,Married,Student,0.0,581.0,17985,41741,1,Delayed,0
Female,48,1475007,Undergraduate,Divorced,Self-Employed,15.0,600.0,2000000,328776,2,Paid on Time,1
Female,29,310874,Undergraduate,Married,Salaried,3.0,492.0,45687,105826,3,Paid on Time,1
Male,28,46106,Graduate,Single,Student,0.0,678.0,36859,16378,1,Paid on Time,1
Male,41,36274,Postgraduate,Single,Student,0.0,677.0,17997,33774,0,Paid on Time,1
Male,25,2196678,High School,Single,Self-Employed,3.0,613.0,2000000,2955871,0,Paid on Time,1
Male,49,949810,Graduate,Married,Salaried,8.0,558.0,958923,1034341,2,Delayed,0
Female,55,774775,Graduate,Married,Self-Employed,22.0,672.0,789319,418835,5,Delayed,0
Male,39,324321,High School,Married,Salaried,5.0,633.0,285175,419808,0,Delayed,0
Male,51,387616,Postgraduate,Married,Salaried,5.0,688.0,232851,402233,1,Paid on Time,1
Female,36,380502,Undergraduate,Divorced,Salaried,9.0,806.0,466108,1059676,1,Paid on Time,1
Male,69,29605,High School,Single,Unemployed,0.0,716.0,11469,113496,4,Paid on Time,0
Female,37,855173,Undergraduate,Single,Self-Employed,3.0,674.0,802220,1223333,2,Paid on Time,1
Male,31,512138,Graduate,Married,Self-Employed,5.0,669.0,362341,327738,1,Paid on Time,1
Female,50,614581,Postgraduate,Married,Salaried,18.0,546.0,823081,608539,2,Paid on Time,1
Female,27,293102,Undergraduate,Married,Salaried,2.0,644.0,259639,112207,0,Paid on Time,1
Female,33,35532,High School,Married,Student,,681.0,45605,24043,1,Paid on Time,1
Female,21,304908,Graduate,Married,Salaried,0.0,742.0,436010,355617,2,Paid on Time,1
Male,44,401855,Undergraduate,Married,Self-Employed,8.0,717.0,76567,615932,1,Paid on Time,1
Male,45,308330,Postgraduate,Married,Salaried,10.0,624.0,256773,322380,1,Paid on Time,1
Female,60,525935,Graduate,Married,Self-Employed,6.0,787.0,697370,483837,2,Paid on Time,1
Female,33,58719,Graduate,Divorced,Student,0.0,455.0,10241,20696,0,Delayed,0
Male,69,850044,High School,Married,Salaried,14.0,706.0,249797,1342576,0,Paid on Time,1
Male,50,572515,Undergraduate,Single,Salaried,14.0,554.0,413384,135911,0,Paid on Time,1
Male,65,291561,Undergraduate,Married,Salaried,18.0,803.0,97569,954624,0,Paid on Time,1
Male,36,33032,High School,Married,Student,0.0,749.0,44435,126781,3,Delayed,0
Male,38,2570948,Graduate,Married,Self-Employed,6.0,502.0,12453,3000000,2,Delayed,0
Female,39,1667988,High School,Single,Self-Employed,10.0,549.0,546432,1407733,1,Paid on Time,1
Male,26,235691,Postgraduate,Married,Salaried,3.0,,19281,246012,1,Paid on Time,1
Male,26,1193067,Undergraduate,Married,Self-Employed,3.0,725.0,395746,3000000,4,Paid on Time,1
Female,26,346330,Undergraduate,Single,Self-Employed,5.0,695.0,505770,67714,0,Paid on Time,1
Female,44,676983,High School,Married,Salaried,11.0,740.0,247802,1171643,0,Paid on Time,1
Female,34,16496,Graduate,Married,Unemployed,0.0,383.0,1195,10000,1,Delayed,0
Female,61,587576,Graduate,Married,Salaried,12.0,567.0,153420,133403,1,Paid on Time,1
Male,62,657806,Graduate,Married,Salaried,12.0,723.0,914353,2012883,4,Paid on Time,1
Female,25,246717,Graduate,Single,Salaried,4.0,777.0,152203,850304,0,Paid on Time,1
Male,33,440063,Undergraduate,Single,Salaried,4.0,615.0,172844,95631,2,Delayed,0
Male,35,437220,High School,Married,Self-Employed,5.0,678.0,161412,153168,4,Paid on Time,1
Female,50,599156,High School,Married,Salaried,4.0,728.0,526313,575910,2,Paid on Time,1
Female,18,897508,Graduate,Single,Self-Employed,0.0,804.0,1316166,3000000,1,Paid on Time,1
Male,29,372718,Undergraduate,Married,Salaried,1.0,494.0,72618,513976,2,Paid on Time,1
Male,23,438028,Undergraduate,Divorced,Salaried,2.0,628.0,645005,512915,0,Paid on Time,1
Male,58,892043,Graduate,Married,Self-Employed,29.0,497.0,68980,1083767,3,Delayed,0
Male,22,318687,Postgraduate,Single,Self-Employed,0.0,695.0,437120,184763,1,Paid on Time,1
Male,33,533665,High School,Divorced,Salaried,9.0,505.0,355733,358431,1,Delayed,0
Female,35,24293,High School,Single,Unemployed,0.0,649.0,18604,11968,3,Delayed,0
Male,66,293345,Graduate,Married,Self-Employed,19.0,661.0,228765,422924,1,Paid on Time,1
Female,35,344054,Undergraduate,Single,Salaried,4.0,569.0,32818,384899,3,Delayed,0
Female,18,477850,Graduate,Single,Salaried,0.0,750.0,126917,683922,1,Paid on Time,1
Female,36,166011,Graduate,Single,Salaried,5.0,673.0,220651,48134,1,Paid on Time,1
Female,25,540157,Undergraduate,Married,Self-Employed,4.0,654.0,726259,201334,3,Paid on Time,1
Male,20,373716,High School,Single,Salaried,0.0,580.0,113232,144148,0,Delayed,0
Male,42,322279,High School,Married,Salaried,12.0,630.0,146300,309624,1,Paid on Time,1
Female,22,1857851,High School,Married,Salaried,0.0,559.0,2000000,2534366,1,Delayed,0
Female,57,382759,High School,Single,Salaried,29.0,618.0,117220,503767,3,Paid on Time,1
Female,36,1101714,Graduate,Married,Self-Employed,3.0,651.0,1455625,217703,0,Paid on Time,1
Male,35,927550,Undergraduate,Single,Self-Employed,2.0,850.0,1145326,2657728,0,Paid on Time,1
Female,67,516622,Graduate,Single,Salaried,8.0,642.0,625797,172944,4,Paid on Time,1
Male,70,458953,Graduate,Divorced,Salaried,14.0,578.0,613904,245311,1,Delayed,0
Female,48,402558,Undergraduate,Single,Salaried,5.0,521.0,535555,346735,1,Delayed,0
Female,50,284549,Postgraduate,Married,Self-Employed,10.0,713.0,391485,961656,1,Paid on Time,1
Male,64,495741,Undergraduate,Married,Self-Employed,19.0,545.0,654037,213884,3,Paid on Time,1
Female,35,300732,Graduate,Married,Salaried,1.0,688.0,273781,397977,4,Paid on Time,1
Male,56,397228,Graduate,Married,Salaried,5.0,788.0,93979,1177975,1,Paid on Time,1
Male,33,308766,Graduate,Married,Salaried,11.0,725.0,282122,842815,2,Paid on Time,1
Male,33,40755,Graduate,Single,Student,0.0,556.0,57599,11658,1,Paid on Time,0
Female,64,362165,Graduate,Married,Salaried,38.0,673.0,525687,276663,1,Paid on Time,1
Female,55,265048,Undergraduate,Married,Salaried,14.0,779.0,289616,310902,1,Paid on Time,1
Female,58,260355,Postgraduate,Single,Salaried,1.0,683.0,270965,240411,0,Paid on Time,1
Male,24,381899,Undergraduate,Married,Salaried,1.0,629.0,537581,398335,1,Paid on Time,1
Female,31,408544,Undergraduate,Married,Self-Employed,0.0,739.0,178499,145005,1,Delayed,1
Female,60,325748,Graduate,Married,Salaried,9.0,700.0,73772,326354,5,Paid on Time,1
Male,70,606029,High School,Single,Salaried,21.0,663.0,263623,483224,2,Paid on Time,1
Female,65,263270,Graduate,Single,Self-Employed,2.0,717.0,374744,887456,4,Paid on Time,0
Male,42,531054,Postgraduate,Single,Salaried,6.0,679.0,169120,642877,3,Delayed,0
Female,49,302772,High School,Married,Salaried,1.0,603.0,102066,205328,2,Paid on Time,1
Male,55,539007,High School,Single,Salaried,25.0,669.0,156001,790554,1,Paid on Time,1
Male,39,510673,Graduate,Single,Self-Employed,3.0,624.0,371361,470672,1,Delayed,0
Male,33,554781,Undergraduate,Married,Salaried,6.0,765.0,662731,2140464,0,Paid on Time,1
Female,69,16373,Graduate,Married,Student,0.0,622.0,9378,18124,1,Delayed,0
Male,46,786481,Graduate,Single,Salaried,16.0,623.0,118114,527391,0,Paid on Time,1
Male,33,508418,Graduate,Married,Salaried,0.0,732.0,564498,514384,2,Paid on Time,1
Female,29,1582591,High School,Single,Self-Employed,0.0,626.0,1447665,1189431,5,Delayed,0
Female,34,52539,High School,Married,Student,0.0,659.0,37761,74104,1,Paid on Time,0
Male,54,618600,Graduate,Single,Salaried,10.0,615.0,894587,174641,0,Delayed,0
Male,44,20307,Undergraduate,Married,Student,0.0,571.0,14329,15117,3,Paid on Time,0
Male,42,305523,High School,Married,Salaried,8.0,620.0,335706,178924,2,Paid on Time,1
Male,30,1595859,Undergraduate,Married,Self-Employed,2.0,588.0,379416,2097250,3,Delayed,0
Female,25,556312,Graduate,Divorced,Salaried,1.0,850.0,347585,1800129,0,Paid on Time,1
Female,22,1230480,Undergraduate,Single,Salaried,1.0,622.0,391785,1074201,1,Paid on Time,1
Female,29,445614,Postgraduate,Single,Salaried,0.0,602.0,232703,303505,1,Paid on Time,1
Male,58,653034,Undergraduate,Single,Salaried,6.0,736.0,469907,1807795,1,Paid on Time,1
Female,20,485332,Postgraduate,Married,Salaried,0.0,731.0,127033,1852522,4,Paid on Time,1
Female,52,307339,Undergraduate,Single,Salaried,13.0,559.0,370210,74261,2,Paid on Time,1
Female,50,15000,Graduate,Married,Unemployed,0.0,672.0,8460,20375,0,Paid on Time,0
Female,39,440599,Graduate,Married,Salaried,9.0,623.0,592553,225552,3,Paid on Time,1
Female,67,336872,Graduate,Married,Salaried,21.0,678.0,340909,35675,1,Delayed,1
Female,61,480773,Undergraduate,Married,Self-Employed,19.0,623.0,127361,546832,1,Paid on Time,1
Male,26,1202692,Graduate,Married,Salaried,2.0,443.0,154418,1447794,4,Delayed,0
Female,58,328740,Postgraduate,Married,Salaried,4.0,704.0,11463,423600,1,Paid on Time,1
Male,35,965855,Undergraduate,Married,Salaried,4.0,695.0,1169713,1149199,1,Paid on Time,1
Female,67,579714,Postgraduate,Single,Salaried,24.0,526.0,847157,705642,1,Delayed,0
Male,46,28922,High School,Married,Student,0.0,749.0,29403,79063,1,Paid on Time,0
Female,56,495214,Postgraduate,Married,Salaried,10.0,749.0,688219,124149,1,Paid on Time,1
Female,44,371254,High School,Single,Salaried,2.0,770.0,164168,1003474,2,Paid on Time,1
Male,53,281678,Undergraduate,Married,Salaried,7.0,495.0,23863,395861,2,Delayed,0
Male,62,229761,Graduate,Single,Salaried,6.0,734.0,146333,578820,1,Paid on Time,1
Female,34,574874,High School,Single,Salaried,4.0,565.0,96604,352796,0,Delayed,0
Female,51,372319,High School,Married,Self-Employed,21.0,527.0,444796,330944,2,Paid on Time,1
Male,63,892825,High School,Married,Self-Employed,8.0,598.0,663011,1330670,3,Paid on Time,1
Male,20,480311,Undergraduate,Married,Self-Employed,0.0,627.0,353336,365812,2,Paid on Time,1
Female,22,530584,Undergraduate,Married,Salaried,1.0,598.0,532018,678177,1,Delayed,0
Male,31,423160,Graduate,Married,Salaried,1.0,768.0,108532,270942,1,Paid on Time,1
Male,20,15000,Postgraduate,Married,Unemployed,0.0,546.0,18228,10000,3,Delayed,0
Male,40,772506,Graduate,Married,Salaried,7.0,747.0,423957,1252677,1,Paid on Time,1
Male,56,15000,Graduate,Single,Unemployed,0.0,607.0,1791,10000,1,Paid on Time,1
Male,47,494822,Undergraduate,Married,Self-Employed,9.0,659.0,141265,278455,1,Paid on Time,1
Male,67,20628,Undergraduate,Single,Student,0.0,622.0,7823,22723,0,Paid on Time,1
Male,62,297894,Graduate,Married,Salaried,17.0,569.0,79513,215580,0,Delayed,1
Male,40,503250,Postgraduate,Single,Salaried,8.0,566.0,182850,276636,1,Delayed,0
Male,44,1178951,High School,Married,Self-Employed,6.0,518.0,1761090,1589350,1,Paid on Time,1
Male,27,1784716,Undergraduate,Single,Self-Employed,1.0,510.0,1439534,202030,4,Delayed,0
Male,42,402040,Undergraduate,Married,Salaried,4.0,632.0,363600,498384,3,Paid on Time,1
Female,30,252214,High School,Single,Self-Employed,3.0,,62811,636322,2,Paid on Time,1
Male,33,241678,Graduate,Married,Salaried,4.0,538.0,15958,39886,0,Paid on Time,1
Male,58,276127,Postgraduate,Married,Salaried,18.0,667.0,128544,40815,2,Paid on Time,1
Male,51,19048,Graduate,Married,Student,0.0,635.0,21995,10000,4,Paid on Time,0
Male,54,640579,Graduate,Married,Salaried,13.0,779.0,536915,2505870,1,Paid on Time,1
Female,39,215305,Undergraduate,Married,Salaried,2.0,697.0,3482,47365,2,Paid on Time,1
Female,34,508449,Postgraduate,Married,Salaried,,585.0,601573,576783,0,Paid on Time,1
Female,40,725513,Graduate,Married,Salaried,6.0,531.0,113179,480455,0,Delayed,0
Female,53,287971,Graduate,Married,Salaried,2.0,457.0,25363,124203,2,Delayed,0
Female,66,289889,Undergraduate,Single,Salaried,14.0,573.0,434604,262351,1,Paid on Time,1
Male,26,562436,Undergraduate,Divorced,Salaried,,850.0,102391,863863,3,Paid on Time,1
Male,69,724681,Undergraduate,Married,Self-Employed,3.0,591.0,885951,387164,1,Delayed,0
Male,19,42943,Graduate,Single,Student,0.0,461.0,6864,18700,1,Delayed,0
Male,49,991512,Undergraduate,Single,Salaried,8.0,485.0,88252,734655,2,Delayed,1
Male,67,488959,Graduate,Married,Salaried,13.0,808.0,724831,372322,0,Paid on Time,1
Female,70,981234,Graduate,Married,Salaried,6.0,605.0,453283,1268467,2,Delayed,0
Male,39,443983,Undergraduate,Married,Self-Employed,2.0,690.0,210302,412211,0,Paid on Time,1
Female,60,834897,Undergraduate,Divorced,Self-Employed,14.0,681.0,190850,156989,1,Paid on Time,1
Female,30,15000,Graduate,Married,Unemployed,0.0,587.0,8319,11097,0,Paid on Time,0
Male,25,704612,Graduate,Single,Salaried,0.0,602.0,313285,691524,1,Paid on Time,1
Male,18,458078,Undergraduate,Single,Self-Employed,0.0,556.0,415354,598366,0,Delayed,0
Male,34,332725,Graduate,Married,Salaried,1.0,467.0,2710,44209,1,Delayed,0
Male,29,28169,Graduate,Married,Student,0.0,752.0,13109,52942,3,Paid on Time,1
Male,21,396394,Undergraduate,Single,Salaried,0.0,730.0,2798,1130824,0,Paid on Time,1
Male,70,416433,Graduate,Married,Salaried,3.0,648.0,3941,155987,2,Paid on Time,1
Male,30,130287,Graduate,Married,Self-Employed,1.0,657.0,160311,53402,1,Paid on Time,1
Male,48,1523266,High School,Married,Self-Employed,17.0,748.0,1713253,3000000,3,Paid on Time,1
Female,58,343599,Postgraduate,Divorced,Salaried,9.0,421.0,51137,459835,4,Delayed,0
Female,24,384993,Undergraduate,Married,Salaried,4.0,701.0,204220,636492,1,Paid on Time,1
Female,40,282709,Undergraduate,Single,Salaried,8.0,753.0,296523,562448,2,Paid on Time,1
Male,41,785243,Postgraduate,Married,Salaried,4.0,839.0,302163,2025500,3,Paid on Time,1
Male,22,211427,High School,Married,Salaried,1.0,742.0,98123,277404,1,Paid on Time,1
Female,22,15000,Undergraduate,Single,Unemployed,0.0,809.0,12655,52224,0,Paid on Time,1
Male,34,240072,Graduate,Single,Salaried,9.0,628.0,251939,347288,0,Delayed,0
Male,47,425469,Undergraduate,Married,Self-Employed,3.0,651.0,169587,429906,2,Delayed,0
Female,26,503643,Undergraduate,Single,Self-Employed,6.0,569.0,513175,500553,5,Delayed,0
Female,23,810446,Undergraduate,Married,Self-Employed,1.0,589.0,1170073,845271,3,Paid on Time,1
Male,42,44295,Undergraduate,Single,Student,0.0,744.0,32811,37925,1,Paid on Time,1
Male,36,1200948,High School,Married,Self-Employed,2.0,693.0,733371,1351452,1,Paid on Time,1
Male,33,465857,Undergraduate,Single,Salaried,5.0,702.0,162467,676988,3,Paid on Time,1
Male,38,1087904,Graduate,Single,Salaried,5.0,496.0,77491,1621731,1,Delayed,0
Male,19,406409,Graduate,Married,Salaried,0.0,699.0,322376,468603,1,Paid on Time,1
Male,27,688916,Undergraduate,Single,Salaried,4.0,787.0,975616,1637339,1,Delayed,0
Male,33,410664,Graduate,Divorced,Salaried,3.0,694.0,160622,565537,2,Paid on Time,1
Female,54,992613,Graduate,Married,Self-Employed,3.0,554.0,344630,1447285,0,Delayed,0
Female,32,636095,Graduate,Single,Salaried,0.0,646.0,916535,792131,4,Paid on Time,1
Female,30,239063,Graduate,Single,Salaried,7.0,792.0,217252,729316,2,Paid on Time,1
Male,30,24484,High School,Single,Unemployed,0.0,681.0,27003,10000,2,Paid on Time,1
Male,49,791373,Graduate,Divorced,Salaried,9.0,777.0,984898,2258153,1,Paid on Time,1
Male,62,564809,Graduate,Married,Salaried,35.0,842.0,69293,796066,1,Paid on Time,1
Male,64,1655243,Graduate,Single,Self-Employed,4.0,631.0,1203725,2320448,1,Delayed,0
Male,63,529869,Undergraduate,Single,Self-Employed,2.0,544.0,111353,506802,3,Delayed,0
Female,25,450480,Graduate,Married,Salaried,0.0,600.0,421861,278808,1,Paid on Time,1
Female,60,638750,Undergraduate,Married,Self-Employed,17.0,843.0,913794,908311,0,Paid on Time,1
Male,35,295248,Graduate,Married,Salaried,6.0,734.0,24913,668394,3,Paid on Time,1
Male,53,841925,Undergraduate,Single,Salaried,15.0,675.0,346163,663518,2,Paid on Time,1
Female,43,652648,Postgraduate,Single,Salaried,2.0,758.0,978660,1060169,0,Paid on Time,1
Male,27,709324,Graduate,Married,Self-Employed,2.0,605.0,5838,277938,2,Paid on Time,1
Male,48,730549,Undergraduate,Married,Salaried,19.0,618.0,152928,887661,0,Paid on Time,1
Male,50,687631,Undergraduate,Married,Self-Employed,14.0,580.0,83311,486000,3,Delayed,0
Female,46,301036,Postgraduate,Married,Salaried,2.0,850.0,345015,146211,0,Paid on Time,1
Female,22,42828,Undergraduate,Single,Student,0.0,669.0,48241,10000,3,Paid on Time,1
Male,30,25804,Undergraduate,Married,Student,0.0,640.0,30097,11182,3,Delayed,0
Female,18,1312431,Postgraduate,Single,Salaried,0.0,672.0,1525418,1145911,2,Delayed,0
Female,40,851091,Undergraduate,Single,Salaried,16.0,641.0,1066272,261429,3,Paid on Time,1
Male,57,439965,Graduate,Divorced,Self-Employed,3.0,565.0,510059,176436,1,Delayed,0
Male,20,236866,Graduate,Married,Salaried,,758.0,171803,487148,2,Paid on Time,1
Male,20,529517,Postgraduate,Divorced,Salaried,0.0,482.0,78949,214382,0,Paid on Time,1
Female,24,121532,High School,Married,Salaried,5.0,671.0,108944,158148,1,Paid on Time,1
Male,53,905372,High School,Single,Salaried,3.0,713.0,497758,2173828,0,Paid on Time,1
Female,52,662344,High School,Single,Salaried,9.0,497.0,110820,145819,2,Delayed,0
Male,32,152876,Postgraduate,Married,Salaried,4.0,696.0,180708,45226,0,Delayed,1
Female,57,305989,Undergraduate,Married,Self-Employed,13.0,605.0,79629,114208,1,Paid on Time,1
Male,20,453799,Postgraduate,Married,Salaried,0.0,486.0,2217,445563,1,Delayed,0
Female,46,518388,Undergraduate,Single,Salaried,7.0,668.0,245696,128513,1,Delayed,1
Female,47,42025,Undergraduate,Married,Student,0.0,742.0,25452,11297,1,Paid on Time,1
Female,56,366394,Graduate,Divorced,Self-Employed,6.0,850.0,95825,1077563,2,Paid on Time,1
Female,35,532657,Graduate,Married,Salaried,11.0,610.0,683233,409814,2,Paid on Time,1
Male,28,445930,Postgraduate,Divorced,Salaried,2.0,699.0,22461,574496,1,Delayed,1
Female,60,711664,Undergraduate,Married,Salaried,10.0,743.0,516261,2271735,1,Paid on Time,1
Male,66,827788,Graduate,Married,Salaried,0.0,663.0,68885,399747,2,Delayed,1
Male,55,27282,Graduate,Married,Unemployed,0.0,723.0,21960,23184,2,Paid on Time,0
Male,57,133718,High School,Divorced,Self-Employed,6.0,607.0,92997,110027,3,Paid on Time,1
Male,18,15000,Undergraduate,Single,Unemployed,0.0,632.0,17553,10000,1,Paid on Time,0
Male,46,376601,Undergraduate,Married,Self-Employed,4.0,524.0,389598,371331,3,Paid on Time,0
Female,27,431110,Undergraduate,Married,Salaried,4.0,612.0,545756,50461,2,Paid on Time,1
Male,45,1607115,Undergraduate,Married,Self-Employed,12.0,485.0,174965,1967666,1,Delayed,0
Female,48,938158,Graduate,Single,Self-Employed,6.0,494.0,154315,1263676,1,Paid on Time,1
Male,36,651282,Undergraduate,Married,Salaried,6.0,738.0,702540,2595477,1,Paid on Time,1
Male,20,269028,Postgraduate,Single,Salaried,0.0,520.0,314561,156507,3,Paid on Time,1
Male,53,154945,Graduate,Single,Salaried,15.0,743.0,139607,355058,2,Paid on Time,1
Female,60,741687,Graduate,Single,Salaried,3.0,634.0,800550,970234,1,Delayed,0
Female,32,254950,Graduate,Single,Self-Employed,8.0,634.0,153625,190446,2,Delayed,0
Female,50,279868,Undergraduate,Married,Self-Employed,17.0,575.0,35675,156995,3,Delayed,0
Female,58,27029,Graduate,Divorced,Unemployed,0.0,646.0,16889,10000,2,Delayed,0
Male,60,216268,Undergraduate,Married,Self-Employed,10.0,804.0,56251,354006,3,Paid on Time,1
Male,68,161353,Undergraduate,Married,Self-Employed,16.0,577.0,152328,33956,1,Delayed,0
Female,62,612732,Postgraduate,Single,Salaried,8.0,615.0,241945,372660,4,Delayed,0
